表示語	解析語
skizeco	skizeco
skizofitoj	skizofitoj
skizomicetoj	skizomicetoj
skleranto	skleranto
sklerenkimo	sklerenkimo
sklerotito	sklerotito
skolekso	skolekso
skolimo	skolimo
skolio	skolio
skoliozo	skoliozo
skoliulo	skoliulo
skolopedoj	skolopedoj
skombroidoj	skombroidoj
skono	skono
skopo	skopo
skopofilio	skopofilio
skopolamino	skopolamino
skorpeno	skorpeno
skorpenoformaj	skorpenoformaj
skorpiuro	skorpiuro
skrapatoro	skrapatoro
skrofulario	skrofulario
skrutinii	skrutinii
skrutinio	skrutinio
skulptura	skulptura
skulpturo	skulpturo
skunko	skunko
skutelario	skutelario
skuti	skuti
skutilo	skutilo
skvaleno	skvaleno
skvaro	skvaro
skvaŝo	skvaŝo
slavisto	slavisto
slivovico	slivovico
slugio	slugio
slumiĝi	slumiĝi
slumo	slumo
slupo	slupo
smalto	smalto
smiconito	smiconito
smilodonto	smilodonto
snajpero	snajpero
snejlo	snejlo
sob	sob
sobiri	sobiri
sobiĝi	sobiĝi
Socinanismo	Socinanismo
Socinano	Socinano
Socinismo	Socinismo
Socino	Socino
sodokuo	sodokuo
sofito	sofito
soforo	soforo
sofrologio	sofrologio
sofrologo	sofrologo
sojplantidoj	sojplantidoj
Sokotro	Sokotro
Sokrata	Sokrata
soldanelo	soldanelo
solfataro	solfataro
Solimano	Solimano
solitono	solitono
solivo	solivo
Solono	Solono
soloo	soloo
solvantumi	solvantumi
somata	somata
somato	somato
somatogamio	somatogamio
somnolemo	somnolemo
somnoli	somnoli
somnolo	somnolo
somo	somo
Sonjo	Sonjo
sonko	sonko
soporo	soporo
sor	sor
soraba	soraba
Sorabio	Sorabio
sorabo	sorabo
sorado	sorado
sorbeco	sorbeco
sorbuso	sorbuso
sorikedoj	sorikedoj
soriri	soriri
sorito	sorito
soro	soro
sorpujo	sorpujo
sorĝo	sorĝo
sovĥozo	sovĥozo
spaciala	spaciala
spagato	spagato
spahio	spahio
spaliero	spaliero
sparedoj	sparedoj
sparganio	sparganio
Spartakano	Spartakano
Spartakisto	Spartakisto
spartio	spartio
spatango	spatango
spatulo	spatulo
spekulario	spekulario
speleo	speleo
spergulario	spergulario
spergulo	spergulo
spermatido	spermatido
spermatio	spermatio
spermatiujo	spermatiujo
spermatocito	spermatocito
spermatofitoj	spermatofitoj
spermatogenezo	spermatogenezo
spermatogonio	spermatogonio
spermicido	spermicido
spermidino	spermidino
spermino	spermino
spermogonio	spermogonio
spermoreo	spermoreo
spinako	spinako
spinelo	spinelo
spiranteso	spiranteso
spirilozo	spirilozo
spiroketaloj	spiroketaloj
spiroketozo	spiroketozo
spirometrio	spirometrio
splankniko	splankniko
splanknologio	splanknologio
splenda	splenda
splendi	splendi
splenio	splenio
spondilito	spondilito
spondilozo	spondilozo
sponta	sponta
spontaneismo	spontaneismo
spontono	spontono
sporofito	sporofito
sporogonio	sporogonio
sporotrikozo	sporotrikozo
sporotrikumo	sporotrikumo
sporozooj	sporozooj
spoto	spoto
spraji	spraji
spurti	spurti
spurto	spurto
stafilokokozo	stafilokokozo
stafilomo	stafilomo
stakio	stakio
stakiozo	stakiozo
stakiso	stakiso
stampedo	stampedo
Stanislao	Stanislao
stapelio	stapelio
statino	statino
statŭo	statŭo
stavo	stavo
stazo	stazo
staĝi	staĝi
staĥanovismo	staĥanovismo
Staĥanovo	Staĥanovo
stearo	stearo
steatito	steatito
steato	steato
steatolizo	steatolizo
steatopuga	steatopuga
steatoreo	steatoreo
steatozo	steatozo
Stefanino	Stefanino
stegi	stegi
stego	stego
stegocefaloj	stegocefaloj
stegosaŭro	stegosaŭro
stekiometria	stekiometria
stekiometrio	stekiometrio
stelario	stelario
steliono	steliono
stelita	stelita
stenografistino	stenografistino
stenografisto	stenografisto
stenomaŝino	stenomaŝino
stenozo	stenozo
Stentoro	Stentoro
steradiano	steradiano
stereo	stereo
stereoplanigrafo	stereoplanigrafo
stereotomio	stereotomio
sterido	sterido
sterilizado	sterilizado
sterilizatoro	sterilizatoro
sterilizilo	sterilizilo
sterkorario	sterkorario
sterkulio	sterkulio
sternorinkoj	sternorinkoj
stero	stero
steroido	steroido
stetoskopio	stetoskopio
stigmatizi	stigmatizi
Stikso	Stikso
stilito	stilito
stilobato	stilobato
stimanto	stimanto
Stimfalo	Stimfalo
stimi	stimi
stimo	stimo
stimulino	stimulino
stinka	stinka
stinki	stinki
stipingo	stipingo
stipito	stipito
stiĥometrio	stiĥometrio
stokasta	stokasta
stokastiko	stokastiko
stokasto	stokasto
stomatito	stomatito
stomato	stomato
stomatologio	stomatologio
stomatologo	stomatologo
stomatoskopio	stomatoskopio
stomatoskopo	stomatoskopo
stomo	stomo
stopi	stopi
storako	storako
stornelo	stornelo
stotinko	stotinko
strabotomio	strabotomio
stramonio	stramonio
strangurio	strangurio
stratigrafo	stratigrafo
stratioto	stratioto
strekumi	strekumi
strelicio	strelicio
strepsipteroj	strepsipteroj
streptokokozo	streptokokozo
streptomiceto	streptomiceto
streptopelio	streptopelio
stresa	stresa
stresi	stresi
stresigi	stresigi
stresiĝi	stresiĝi
streso	streso
streĉeco	streĉeco
strida	strida
stridi	stridi
strigedoj	strigedoj
strikno	strikno
strobo	strobo
stroboskopio	stroboskopio
strofanto	strofanto
strofario	strofario
stromatolito	stromatolito
stromo	stromo
stroncianito	stroncianito
strongilo	strongilo
strongiluloj	strongiluloj
strudelo	strudelo
Stuartoj	Stuartoj
stupro	stupro
sturnedoj	sturnedoj
subdukcio	subdukcio
suberino	suberino
suberito	suberito
subero	subero
suberozo	suberozo
subliminala	subliminala
subsidenco	subsidenco
substanĉo	substanĉo
subtraĥi	subtraĥi
Sud-Tirolo	Sud-Tirolo
suedo	suedo
suedoj	suedoj
Suetonio	Suetonio
sufrageto	sufrageto
sufuzi	sufuzi
sufuzo	sufuzo
suicido	suicido
suito	suito
sukcenato	sukcenato
sukcesio	sukcesio
sukerato	sukerato
sukulenta	sukulenta
sukurado	sukurado
sukurejo	sukurejo
sukuri	sukuri
sukurismo	sukurismo
sukuristo	sukuristo
sulfatamido	sulfatamido
sulfatanhidrido	sulfatanhidrido
sulfcianato	sulfcianato
sulfimido	sulfimido
sulfinato	sulfinato
sulfinilo	sulfinilo
sulfino	sulfino
sulfitanhidrido	sulfitanhidrido
sulfo	sulfo
sulfonamido	sulfonamido
sulfonato	sulfonato
sulfonilo	sulfonilo
sulfonio	sulfonio
sulfono	sulfono
sulfurilo	sulfurilo
sulkio	sulkio
Sullo	Sullo
Sulpicio	Sulpicio
sumilo	sumilo
suo	suo
suomo	suomo
supei	supei
supeo	supeo
superba	superba
supermarkto	supermarkto
supernovao	supernovao
supinanto	supinanto
suprematismo	suprematismo
surealistoj	surealistoj
surmuleto	surmuleto
suspendi	suspendi
suspendo	suspendo
suspensiero	suspensiero
suspensiigi	suspensiigi
suspensio	suspensio
suspensioido	suspensioido
suspensoria	suspensoria
suspensorio	suspensorio
suzereno	suzereno
Suzio	Suzio
svetero	svetero
svitenio	svitenio
tabakozo	tabakozo
tabanedoj	tabanedoj
tabeta	tabeta
tabeto	tabeto
tabetulo	tabetulo
Taboro	Taboro
tabuleo	tabuleo
Tadeo	Tadeo
taelo	taelo
tajgo	tajgo
tajpeca	tajpeca
takeometrio	takeometrio
takeometro	takeometro
takigrafo	takigrafo
takikardio	takikardio
takipneo	takipneo
taksiso	taksiso
taksodio	taksodio
taksono	taksono
taksuŝo	taksuŝo
talamo	talamo
talfitoj	talfitoj
taliktro	taliktro
talitro	talitro
talofitoj	talofitoj
talpedoj	talpedoj
talvego	talvego
tamaziĥto	tamaziĥto
tamburumo	tamburumo
tamo	tamo
tamponado	tamponado
tamponi	tamponi
tampono	tampono
tamula	tamula
Tamulio	Tamulio
tanacido	tanacido
Tanganjikio	Tanganjikio
tangaro	tangaro
tantalato	tantalato
Tantrismo	Tantrismo
Tantroj	Tantroj
tapiserio	tapiserio
tapsio	tapsio
tapso	tapso
taraksako	taraksako
tari	tari
Tarkvinio	Tarkvinio
Tarpejo	Tarpejo
tarsalgio	tarsalgio
Tartaro	Tartaro
Tartufo	Tartufo
tarza	tarza
tarzito	tarzito
tarzo	tarzo
Tarŝiŝo	Tarŝiŝo
Tasso	Tasso
tatara	tatara
Tatario	Tatario
Tatarujo	Tatarujo
tatŭi	tatŭi
tazeto	tazeto
taĉo	taĉo
taĝeto	taĝeto
taŭono	taŭono
taŭtomereco	taŭtomereco
taŭtomerismo	taŭtomerismo
taŭtomero	taŭtomero
teacoj	teacoj
tebaa	tebaa
Tebaido	Tebaido
tebaino	tebaino
tebaismo	tebaismo
tedeumo	tedeumo
tefigramo	tefigramo
teflono	teflono
tegenario	tegenario
Teguo	Teguo
Tehrano	Tehrano
teino	teino
tekilo	tekilo
teknikologio	teknikologio
teknikoloro	teknikoloro
teknokratio	teknokratio
teknokrato	teknokrato
teknopatio	teknopatio
telefonio	telefonio
telekinezo	telekinezo
teleksi	teleksi
telekso	telekso
Telemaĥo	Telemaĥo
telencefalo	telencefalo
teleosteoj	teleosteoj
teleŭtosporo	teleŭtosporo
telimicetoj	telimicetoj
telio	telio
teliomicetoj	teliomicetoj
telisporo	telisporo
telkele	telkele
telo	telo
telofazo	telofazo
telopeo	telopeo
teluguo	teluguo
telurito	telurito
Temistoklo	Temistoklo
tempo-kurumo	tempo-kurumo
tempumi	tempumi
tempumilo	tempumilo
tenaro	tenaro
tendenito	tendenito
tendenotomio	tendenotomio
tendenĉo	tendenĉo
tenebrio	tenebrio
tenesmo	tenesmo
teniicido	teniicido
teniozo	teniozo
teniŝo	teniŝo
tensimetrio	tensimetrio
tenujo	tenujo
tenurano	tenurano
tenuro	tenuro
teobromino	teobromino
teobromo	teobromo
Teodiceo	Teodiceo
Teodozia	Teodozia
Teodozio	Teodozio
teofilino	teofilino
Teofilo	Teofilo
Teogniso	Teogniso
teogonio	teogonio
Teokrito	Teokrito
teoloĝo	teoloĝo
teorbo	teorbo
tepalo	tepalo
ter-butanolo	ter-butanolo
terafozedoj	terafozedoj
terafozo	terafozo
terapeŭto	terapeŭto
terario	terario
terato	terato
teratogena	teratogena
tercino	tercino
terebintino	terebintino
Terencio	Terencio
tergalo	tergalo
teriako	teriako
terido	terido
terioj	terioj
Termidoro	Termidoro
terminatoro	terminatoro
termio	termio
termistoro	termistoro
termogena	termogena
Termopiloj	Termopiloj
ternara	ternara
teromorfoj	teromorfoj
terpeno	terpeno
terpineolo	terpineolo
terpino	terpino
terpom-fritoj	terpom-fritoj
Terpsikoro	Terpsikoro
Tertuliano	Tertuliano
Tespiso	Tespiso
testacelo	testacelo
testikito	testikito
tetanio	tetanio
tetanoso	tetanoso
Tetiso	Tetiso
tetr	tetr
tetragona	tetragona
tetraleno	tetraleno
tetraonedoj	tetraonedoj
tetrarkio	tetrarkio
tetrilo	tetrilo
teŭgo	teŭgo
teŭkrio	teŭkrio
ti	ti
tia-tia	tia-tia
tiala	tiala
tiazolo	tiazolo
tiaĵo	tiaĵo
Tiberio	Tiberio
Tibulo	Tibulo
tibuŝeno	tibuŝeno
Ticiano	Ticiano
Tiesto	Tiesto
tifeo	tifeo
tifoida	tifoida
tiglo	tiglo
tiksotropa	tiksotropa
tiksotropeco	tiksotropeco
tilandsio	tilandsio
tilburo	tilburo
tili	tili
tilito	tilito
tilo	tilo
timeleo	timeleo
timianolo	timianolo
timino	timino
Timoteo	Timoteo
timpanono	timpanono
tineedoj	tineedoj
tinio	tinio
tinno	tinno
tiofeno	tiofeno
tiolo	tiolo
tionilo	tionilo
tiono	tiono
tipologio	tipologio
tiptologio	tiptologio
tipuano	tipuano
tipuledoj	tipuledoj
tiranio	tiranio
tiratrono	tiratrono
Tirena	Tirena
tireo	tireo
tireoido	tireoido
tireotomio	tireotomio
Tirezio	Tirezio
tiristrono	tiristrono
tirogenea	tirogenea
tiroidektomio	tiroidektomio
tiroidito	tiroidito
tiroidstimulino	tiroidstimulino
tiroksino	tiroksino
Tirola	Tirola
tiroo	tiroo
tirozino	tirozino
tirso	tirso
Tirteo	Tirteo
Tisbo	Tisbo
titanato	titanato
titio	titio
Tito-Livio	Tito-Livio
titulara	titulara
tizanopteroj	tizanopteroj
tizanuroj	tizanuroj
tiĝo	tiĝo
tjurka	tjurka
tlaspo	tlaspo
tmezo	tmezo
TNT	TNT
to-ĉemizo	to-ĉemizo
Tobio	Tobio
tohuvabohuo	tohuvabohuo
tokelo	tokelo
tokoferolo	tokoferolo
tokonomo	tokonomo
toluidino	toluidino
toluilo	toluilo
Toluo	Toluo
toluolo	toluolo
tomano	tomano
tomio	tomio
Tomisto	Tomisto
Tomo	Tomo
tomografio	tomografio
tomografo	tomografo
tonidona	tonidona
toniiga	toniiga
toniigo	toniigo
tonio	tonio
tonko	tonko
tonsilektomio	tonsilektomio
topikigi	topikigi
topiko	topiko
topologo	topologo
toponimio	toponimio
tordeco	tordeco
toreado	toreado
torei	torei
toreisto	toreisto
torinoko	torinoko
Torkemado	Torkemado
tormentilo	tormentilo
tortikolo	tortikolo
tortrikedoj	tortrikedoj
tortriko	tortriko
torŝo	torŝo
toskana	toskana
Toskanujo	Toskanujo
totalizatoro	totalizatoro
Toto	Toto
toĝo	toĝo
toĥaro	toĥaro
trabeklo	trabeklo
trabumita	trabumita
traceado	traceado
tracei	tracei
traceo	traceo
tradeskantio	tradeskantio
tradi	tradi
trago	trago
tragoledoj	tragoledoj
tragopogo	tragopogo
tragopogono	tragopogono
Trajano	Trajano
trakcio	trakcio
trakelio	trakelio
trakeofitoj	trakeofitoj
trakeoido	trakeoido
trakino	trakino
trakito	trakito
trakomo	trakomo
tramelo	tramelo
tramontano	tramontano
tramvoĵo	tramvoĵo
Trans-Kaŭkazio	Trans-Kaŭkazio
transaĵo	transaĵo
transduktoro	transduktoro
transgreso	transgreso
transpirado	transpirado
transpiri	transpiri
transpiro	transpiro
travertino	travertino
traĥino	traĥino
traĥito	traĥito
traŭmatizi	traŭmatizi
traŭmatologio	traŭmatologio
trea	trea
tremelo	tremelo
tremolito	tremolito
Trentio	Trentio
treo	treo
treonino	treonino
trepidi	trepidi
treponemicido	treponemicido
treponemo	treponemo
treponemozo	treponemozo
triado	triado
triakontano	triakontano
tribadismo	tribadismo
tribometrio	tribometrio
triceratopo	triceratopo
triftongo	triftongo
trigledoj	trigledoj
trigonelo	trigonelo
triketro	triketro
trikofito	trikofito
trikofitozo	trikofitozo
trikolomo	trikolomo
trikomicetozo	trikomicetozo
trikopatio	trikopatio
trikoplazio	trikoplazio
trikopteroj	trikopteroj
trikozo	trikozo
trikuspida	trikuspida
trikvetro	trikvetro
trilio	trilio
Trinitatano	Trinitatano
Trinitato	Trinitato
triplikato	triplikato
triploida	triploida
Tripolio	Tripolio
tripsinogeno	tripsinogeno
triptofano	triptofano
Triptolemo	Triptolemo
Trismegisto	Trismegisto
trismo	trismo
trisoma	trisoma
Tristano	Tristano
triteto	triteto
tritio	tritio
triulo	triulo
triĥo	triĥo
triĥofito	triĥofito
triĥopteroj	triĥopteroj
Troado	Troado
trofio	trofio
trofoneŭrozo	trofoneŭrozo
trogio	trogio
trogono	trogono
trogonoformaj	trogonoformaj
Troilo	Troilo
Troja	Troja
Trojanoj	Trojanoj
Trojio	Trojio
trokantero	trokantero
trokaro	trokaro
trokitero	trokitero
trokleo	trokleo
trolio	trolio
trombektomio	trombektomio
trombidiedoj	trombidiedoj
trombidio	trombidio
trombidiozo	trombidiozo
trombino	trombino
trombocito	trombocito
tromelo	tromelo
tropidonoto	tropidonoto
trotuarumi	trotuarumi
trovitejo	trovitejo
trumpo	trumpo
truskeno	truskeno
tsetseo	tsetseo
tuberkulinizado	tuberkulinizado
tuberkulizado	tuberkulizado
tuberkuloza	tuberkuloza
Tucidido	Tucidido
Tudora	Tudora
Tudoro	Tudoro
tufiĝanta	tufiĝanta
Tuilerioj	Tuilerioj
tujano	tujano
tujolo	tujolo
tujono	tujono
tujopso	tujopso
tukuo	tukuo
tularemio	tularemio
Tuleo	Tuleo
Tullo	Tullo
tulua	tulua
tuluo	tuluo
turbelarioj	turbelarioj
turbida	turbida
turbido	turbido
turbidtavolo	turbidtavolo
turdedoj	turdedoj
turga	turga
turgeco	turgeco
turgesko	turgesko
turnedoso	turnedoso
turniketo	turniketo
tvido	tvido
U-bombo	U-bombo
ubikva	ubikva
ublieto	ublieto
Udmurtio	Udmurtio
udmurto	udmurto
uesto	uesto
ugra	ugra
ugro	ugro
ulvo	ulvo
ulvoficoj	ulvoficoj
Umaro	Umaro
umbilikario	umbilikario
umbra	umbra
umbro	umbro
umjako	umjako
umlaŭto	umlaŭto
unaŭo	unaŭo
unciala	unciala
uncialo	uncialo
uncio	uncio
undario	undario
undek	undek
ungolo	ungolo
uni-	uni-
unitaria	unitaria
unitariismo	unitariismo
unkti	unkti
unuara	unuara
unue-infektiĝo	unue-infektiĝo
Unuel	Unuel
unuto	unuto
uoko	uoko
Upaniŝadoj	Upaniŝadoj
upasarbo	upasarbo
uperkuto	uperkuto
upupedoj	upupedoj
uracilo	uracilo
urako	urako
uranilo	uranilo
uraninito	uraninito
uranismo	uranismo
uratemio	uratemio
urato	urato
ureazo	ureazo
uredaloj	uredaloj
uredo	uredo
uredosporo	uredosporo
uredosporujo	uredosporujo
ureemio	ureemio
ureuso	ureuso
urgenera	urgenera
urinato	urinato
urinologio	urinologio
urinoreo	urinoreo
urinoskopio	urinoskopio
urlio	urlio
urodeloj	urodeloj
urogenera	urogenera
urografio	urografio
urologio	urologio
urologo	urologo
Ursulanino	Ursulanino
Urugvaĵo	Urugvaĵo
usklo	usklo
usneo	usneo
ustaŝo	ustaŝo
ustilagaloj	ustilagaloj
ustilago	ustilago
utajo	utajo
uterito	uterito
Utiko	Utiko
utriklo	utriklo
utrikulario	utrikulario
uveito	uveito
uveo	uveo
uvo	uvo
uzanco	uzanco
vadjango	vadjango
vaginalgio	vaginalgio
vaginalito	vaginalito
vaginalo	vaginalo
Vagnera	Vagnera
vagotomio	vagotomio
vaiŝjo	vaiŝjo
vajda	vajda
vajdblua	vajdblua
vajdo	vajdo
vajro	vajro
vakameo	vakameo
vakario	vakario
vakuolo	vakuolo
vakŭo	vakŭo
Valaĥujo	Valaĥujo
Valdano	Valdano
Valdemaro	Valdemaro
Valdismo	Valdismo
Valdo	Valdo
Valenciena	Valenciena
Valentiniano	Valentiniano
valerianelo	valerianelo
Valerio	Valerio
valerlaktono	valerlaktono
Valezianoj	Valezianoj
valga	valga
Valpurga	Valpurga
Valpurgo	Valpurgo
vampo	vampo
Van-Dejka	Van-Dejka
vandao	vandao
vanilino	vanilino
vanui	vanui
vaporizi	vaporizi
Varanasio	Varanasio
varanedoj	varanedoj
varioloido	varioloido
varleto	varleto
varmoestiga	varmoestiga
varmumi	varmumi
Varuno	Varuno
Vasermano	Vasermano
vaskularizi	vaskularizi
vaskulito	vaskulito
vaskulizi	vaskulizi
vazistaso	vazistaso
vazopresino	vazopresino
Veda	Veda
vedanto	vedanto
Vedoj	Vedoj
veksilo	veksilo
veksilologio	veksilologio
velkozo	velkozo
velŝo	velŝo
Venceslao	Venceslao
Vendeano	Vendeano
Vendemiero	Vendemiero
venebla	venebla
venerea	venerea
venerologio	venerologio
Ventozo	Ventozo
venuskombil-skandiko	venuskombil-skandiko
veprejo	veprejo
verbesino	verbesino
verbezeno	verbezeno
verismo	verismo
vermiso	vermiso
vernalizi	vernalizi
vernalizo	vernalizo
Veronezo	Veronezo
verticilio	verticilio
vertigo	vertigo
vertiĉo	vertiĉo
vertrago	vertrago
verugao	verugao
verukozo	verukozo
verumontanito	verumontanito
verumontano	verumontano
veselo	veselo
Vespaziano	Vespaziano
vespedoj	vespedoj
vespertilionedoj	vespertilionedoj
vespertiliono	vespertiliono
vet	vet
vezanio	vezanio
Vezero	Vezero
vibracio	vibracio
vibratoro	vibratoro
vibrio	vibrio
vibriso	vibriso
viglado	viglado
vigno	vigno
vikara	vikara
vikstremio	vikstremio
Viktorina	Viktorina
viktualio	viktualio
villo	villo
vimplo	vimplo
vincetoksiko	vincetoksiko
vinkamino	vinkamino
vinkulo	vinkulo
vinologio	vinologio
violente	violente
violenti	violenti
violento	violento
vipako	vipako
viperedoj	viperedoj
virgino	virgino
virialo	virialo
virjono	virjono
virozo	virozo
Virtembergo	Virtembergo
virulenteco	virulenteco
virusologio	virusologio
virusozo	virusozo
viruŝo	viruŝo
virĝinalo	virĝinalo
visigoto	visigoto
viskeca	viskeca
vitacoj	vitacoj
vitaminologio	vitaminologio
vitelo	vitelo
vitiligo	vitiligo
vitologio	vitologio
vitrea	vitrea
vitreo	vitreo
Vitruvio	Vitruvio
vivario	vivario
viveredoj	viveredoj
vivulicido	vivulicido
vjelo	vjelo
voandzeo	voandzeo
vobli	vobli
vobligi	vobligi
vobligilo	vobligilo
vojevodio	vojevodio
Vojvodino	Vojvodino
vokoido	vokoido
Volfgango	Volfgango
volteo	volteo
volv	volv
volvarielo	volvarielo
Vorarlbergo	Vorarlbergo
vorko	vorko
vormiano	vormiano
vorticelo	vorticelo
vuajerismo	vuajerismo
vukerio	vukerio
vulkanologio	vulkanologio
vultua	vultua
vulvito	vulvito
X-radioj	X-radioj
zabajono	zabajono
Zadigo	Zadigo
Zakario	Zakario
zakusko	zakusko
zapi	zapi
zaporogo	zaporogo
Zaratuŝtro	Zaratuŝtro
zeino	zeino
zekino	zekino
zelkovo	zelkovo
zemstvo	zemstvo
zenano	zenano
zendo	zendo
Zenero	Zenero
zeo	zeo
zeolito	zeolito
zepto	zepto
zeta	zeta
Zeŭksiso	Zeŭksiso
zeŭsedoj	zeŭsedoj
zeŭsoformaj	zeŭsoformaj
zidovudino	zidovudino
zigeno	zigeno
zigofilo	zigofilo
zigomicetoj	zigomicetoj
zigomikotoj	zigomikotoj
zigosporo	zigosporo
zigurato	zigurato
zigzaĝo	zigzaĝo
zimo	zimo
zinkato	zinkato
Zoharo	Zoharo
Zoilo	Zoilo
zooforma	zooforma
zooloĝo	zooloĝo
zoomorfa	zoomorfa
Ĉadio	Ĉadio
Ĉadlando	Ĉadlando
ĉalazio	ĉalazio
ĉambrumi	ĉambrumi
ĉanojo	ĉanojo
ĉardo	ĉardo
ĉarelo	ĉarelo
ĉarlestono	ĉarlestono
ĉastuŝko	ĉastuŝko
ĉatelperonio	ĉatelperonio
ĉato	ĉato
Ĉefeĉ-ŝlosilo	Ĉefeĉ-ŝlosilo
ĉelologio	ĉelologio
ĉementi	ĉementi
ĉemento	ĉemento
ĉerimolibero	ĉerimolibero
ĉerimolio	ĉerimolio
ĉerimoliujo	ĉerimoliujo
Ĉerkesujo	Ĉerkesujo
ĉernozio	ĉernozio
ĉervonco	ĉervonco
Ĉestro	Ĉestro
ĉetio	ĉetio
ĉetniko	ĉetniko
Ĉeviota	Ĉeviota
ĉevioto	ĉevioto
ĉevronumita	ĉevronumita
ĉibuko	ĉibuko
ĉiesulo	ĉiesulo
ĉiklo	ĉiklo
ĉimozino	ĉimozino
ĉinologio	ĉinologio
ĉiomo	ĉiomo
ĉireto	ĉireto
ĉirimeno	ĉirimeno
ĉirkaŭumo	ĉirkaŭumo
ĉistero	ĉistero
ĉopero	ĉopero
ĉopsuo	ĉopsuo
ĉotedoj	ĉotedoj
ĉurovoj	ĉurovoj
Ĝafaro	Ĝafaro
Ĝaganato	Ĝaganato
Ĝahano	Ĝahano
ĝainismo	ĝainismo
ĝaino	ĝaino
ĝartero	ĝartero
ĝemina	ĝemina
ĝeminda	ĝeminda
ĝeneco	ĝeneco
Ĝeneralifo	Ĝeneralifo
ĝenio	ĝenio
Ĝenĝis	Ĝenĝis
Ĝeraldo	Ĝeraldo
ĝerbosoj	ĝerbosoj
ĝermanida	ĝermanida
Ĝermanio	Ĝermanio
ĝermeno	ĝermeno
Ĝerminalo	Ĝerminalo
ĝesto	ĝesto
ĝinfizo	ĝinfizo
ĝinno	ĝinno
ĝirafedoj	ĝirafedoj
Ĝirondio	Ĝirondio
Ĝofredo	Ĝofredo
Ĝubao	Ĝubao
Ĥabakuko	Ĥabakuko
Ĥagajo	Ĥagajo
ĥalazio	ĥalazio
ĥalkolitiko	ĥalkolitiko
Ĥamido	Ĥamido
ĥamsino	ĥamsino
Ĥanoĥo	Ĥanoĥo
Ĥanuko	Ĥanuko
Ĥaribdo	Ĥaribdo
ĥasidismo	ĥasidismo
ĥasido	ĥasido
Ĥatiano	Ĥatiano
Ĥatio	Ĥatio
ĥato	ĥato
ĥedero	ĥedero
ĥelicero	ĥelicero
ĥeliceruloj	ĥeliceruloj
ĥeto	ĥeto
ĥetognatoj	ĥetognatoj
ĥilo	ĥilo
ĥilopodoj	ĥilopodoj
Ĥimeno	Ĥimeno
Ĥiramo	Ĥiramo
ĥironekto	ĥironekto
ĥiropteroj	ĥiropteroj
ĥirurĝo	ĥirurĝo
ĥitino	ĥitino
ĥoano	ĥoano
ĥondrosteoj	ĥondrosteoj
ĥondrostomo	ĥondrostomo
ĥordo	ĥordo
ĥorduloj	ĥorduloj
Ĥorebo	Ĥorebo
Ĥorsabado	Ĥorsabado
ĥoto	ĥoto
Ĥuramo	Ĥuramo
ĵakarda	ĵakarda
ĵakardo	ĵakardo
ĵamado	ĵamado
ĵami	ĵami
ĵaro	ĵaro
ĵinglo	ĵinglo
ĵinso	ĵinso
ĵokero	ĵokero
ĵoruro	ĵoruro
ĵurasia	ĵurasia
ĵurasio	ĵurasio
ĵurnalistumo	ĵurnalistumo
ĵuĵicuo	ĵuĵicuo
ŝabato	ŝabato
ŝadufo	ŝadufo
ŝakdoo	ŝakdoo
ŝaktio	ŝaktio
ŝakuhaĉo	ŝakuhaĉo
ŝakumita	ŝakumita
ŝakŝuko	ŝakŝuko
ŝamigi	ŝamigi
ŝamoto	ŝamoto
ŝankroida	ŝankroida
ŝanĉo	ŝanĉo
ŝaptali	ŝaptali
ŝarĝatoro	ŝarĝatoro
ŝaĥo	ŝaĥo
ŝaŝliko	ŝaŝliko
Ŝebaismo	Ŝebaismo
ŝedo	ŝedo
ŝeklo	ŝeklo
Ŝekspira	Ŝekspira
Ŝetlanda	Ŝetlanda
ŝevioto	ŝevioto
Ŝeĥemo	Ŝeĥemo
ŝiboleto	ŝiboleto
ŝibui	ŝibui
ŝibuo	ŝibuo
ŝilinĝo	ŝilinĝo
ŝiokaro	ŝiokaro
Ŝivo	Ŝivo
Ŝjiningo	Ŝjiningo
ŝkopi	ŝkopi
ŝkopo	ŝkopo
ŝlemilo	ŝlemilo
Ŝlesvigio	Ŝlesvigio
ŝmalci	ŝmalci
ŝmalco	ŝmalco
ŝnapso	ŝnapso
ŝnurumo	ŝnurumo
ŝorto	ŝorto
ŝotro	ŝotro
ŝov	ŝov
ŝoĥti	ŝoĥti
ŝoĥtisto	ŝoĥtisto
ŝoĵio	ŝoĵio
ŝproso	ŝproso
ŝramanismo	ŝramanismo
ŝramano	ŝramano
ŝraŭbaĵilo	ŝraŭbaĵilo
ŝraŭbinigi	ŝraŭbinigi
ŝraŭbinigilo	ŝraŭbinigilo
ŝriki	ŝriki
ŝrotaĵo	ŝrotaĵo
ŝroto	ŝroto
ŝtanci	ŝtanci
ŝtancilo	ŝtancilo
ŝtoko	ŝtoko
ŝtrebo	ŝtrebo
ŝtudo	ŝtudo
ŝudro	ŝudro
Ŝulamito	Ŝulamito
Ŝunemo	Ŝunemo
ŝunjato	ŝunjato
ŝusado	ŝusado
ŝusi	ŝusi
ŝuso	ŝuso
ŝuŝi	ŝuŝi
ŝuŝo	ŝuŝo
Ŝvabio	Ŝvabio
Ŝvano	Ŝvano
Ŝvanomo	Ŝvanomo
Ŝvarca	Ŝvarca
ŝvarcaĵo	ŝvarcaĵo
Ŝvarco	Ŝvarco
ŝvebero	ŝvebero
